event_id_cnty,event_date,state_clean,location,event_type,notes_short,fatalities,kidnapped_count,fatalities_combatants,fatalities_security_forces,fatalities_civilians,civilian_targeting,is_duplicate,corrected_kidnapped_count,corrected_fatalities,corrected_combatants,corrected_security,corrected_civilians,corrected_duplicate,review_note
NIG12864,2018-07-23,Osun,Oshogbo,Protests,"23 July. Delegates and supporters of a Peoples Democratic Party's governorship aspirant, in Osun State, Dr Akin Ogunbiyi...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG14067,2018-07-23,Borno,Konduga,Battles,"23 July. Nigerian military forces, hunters and Civilian Joint Force clash with Boko Haram forces in Konduga of Borno Sta...",2,0.0,2.0,0.0,0.0,No,No,,,,,,,
NIG12866,2018-07-23,Oyo,Ibadan - Soka,Strategic developments,"Property destruction: 23 July. 'Hoodlums', suspected to be acting on the direction of the PDP, destroy homes in Ire-Akar...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12869,2018-07-24,Osun,Oshogbo,Protests,24 July. Pensioners in Osun State hit the streets of Osogbo in protest against the non-payment of their pensions and gra...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12870,2018-07-24,FCT,Abuja,Protests,"24 July. A group, Coalition of Civil Society Organisation for Peace and Good Governance, gathered at the national assemb...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG14068,2018-07-24,Kaduna,Birnin Gwari,Battles,"24 July. Unidentified armed group clash with police in Labi village of Birnin Gwari LGA, killing 3 police and burning th...",3,0.0,0.0,3.0,0.0,No,No,,,,,,,
NIG12873,2018-07-25,Benue,Makurdi,Protests,"25 July. A coalition of youth groups blocked the entrance of the Benue Government House, preventing the governor from tr...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12872,2018-07-25,Rivers,Rumu-Igbo,Battles,"25 July. Three police officers were shot and killed in Rumu-Igbo during the morning hours, weapons taken. Perpetrators n...",3,0.0,0.0,3.0,0.0,No,No,,,,,,,
NIG12875,2018-07-26,Rivers,Port Harcourt,Protests,26 July. Rivers State youths protested alleged threat by operatives of the Police's Special Anti-Robbery Squad (SARS) to...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12874,2018-07-26,Borno,Jakana,Battles,26 July. Boko Haram raids a military base in Jakana firing weapons before retreating. A police station within the base w...,3,0.0,0.0,2.0,1.0,No,No,,,,,,,
NIG13832,2018-07-26,Borno,Maiduguri,Battles,26 July. Boko Haram stormed a base of Nigerian Military Forces in the outskirts of Maiduguri.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12877,2018-07-27,Lagos,Epe,Protests,27 July. Community advocates and campaigners in Epe Local Government Area of Lagos State stormed the Epe campaign office...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12903,2018-07-27,Ekiti,Ikere,Battles,27 July. One person is shot (unknown if fatally) and others wounded in clashes between the Ogoga and Olukere during the ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12876,2018-07-27,Borno,Dikwa,Battles,27 July. Military forces repel a Boko Haram attack in Dikwa. Several of the attackers escaped with gunshot wounds. No re...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12901,2018-07-27,Borno,Monguno,Battles,"27 July. Military ground forces, supported by air forces, neutralize 16 members of Boko Haram and recover weapons in Mai...",16,0.0,0.0,0.0,16.0,No,No,,,,,,,
NIG12902,2018-07-27,Borno,Bunari,Battles,"27 July. Boko Haram attacks a military location at Bunari, Monguno LGA (coordinates approx), killing 11 soldiers. The at...",11,0.0,0.0,11.0,0.0,No,No,,,,,,,
NIG12908,2018-07-28,Akwa Ibom,Iwuo-Ukem,Battles,"28 July, on or about. Armed 'militants' attacked a military detachment in Iwuo-Ukem, killing one soldier and five civili...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG12909,2018-07-28,Ondo,Ipogun,Riots,"28 July, on or about. Youths in Ilara Mokin (adjacent to Ipogun), Ifedore council area of Ondo State assaulted the Divis...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12910,2018-07-29,Zamfara,Zurmi,Strategic developments,"Movement of forces: 29 July. Military forces deploy 1000-strong military force, comprising the army, air force, police a...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12911,2018-07-29,Akwa Ibom,Iwuo-Ukem,Strategic developments,"Property destruction: 29 July. Angered by a recent attack, military forces went on rampage in Iwuo-Ukem, destroying prop...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12912,2018-07-29,Zamfara,Zurmi,Riots,"29 July. Angered over recent bandit attacks, youths in Zurmi town set the local police station alight, demanding they re...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12913,2018-07-29,Borno,Tongule,Explosions/Remote violence,"29 July. Air forces launch an attack on a Boko Haram position at Tongule, 9km SW of Dikwa (approx coordinates used). As ...",10,0.0,5.0,0.0,5.0,No,No,,,,,,,
NIG12919,2018-07-30,Oyo,Ogbomosho,Protests,"30 July. Students of Ladoke Akintola University of Technology, Ogbomoso, protested against the expulsion of four student...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12920,2018-07-30,FCT,Abuja,Protests,30 July. Youths of an education programme protest non-payment of their stipends in Abuja.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12918,2018-07-30,Borno,Maiduguri,Protests,30 July. Tricycle operators under the aegis of Association of Tricycle Riders Transport Union in Borno protested over al...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12917,2018-07-30,Benue,Makurdi,Riots,30 July. PDP youths trooped en masse to block the Benue Assembly complex over what they claimed was plots by some politi...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12922,2018-07-31,FCT,Abuja,Protests,"31 July. Some protesters stormed the headquarters of Nigeria's ruling party, APC, demanding the sacking of Senate Presid...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12924,2018-07-31,Cross River,Calabar,Protests,31 July. Bus drivers protest in Calabar against 'illegal and forceful' levies. The group was dispersed by police.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12921,2018-07-31,Kaduna,Kaduna,Strategic developments,Prisoners' release: 31 July. The Kaduna State High Court has freed about 100 members of the Islamic Movement in Nigeria ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12926,2018-08-01,Ondo,Ore,Protests,01 August. Youths blocked (means unspecified) the Benin - Ore - Lagos expressway in Ondo South Senatorial district over ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG14350,2018-08-01,Oyo,Ogbomosho,Protests,"01 August. Several groups, including the Christian Association of Nigeria, Igbo, Hausa and other socio-cultural groups, ...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12927,2018-08-01,Adamawa,Yola,Protests,01 August. Members of CAN protest in Yola over area unrest. The police ended the protest soon after it began.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG14351,2018-08-01,Cross River,Calabar,Protests,01 August. Commercial drivers protest at the governor's office in Calabar of Cross River State against the fees imposed ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG14352,2018-08-01,Zamfara,Mashema,Explosions/Remote violence,"01 August. Nigerian military forces conduct air strikes at Mashema of Zurmi in Zamfara State, killing 'several' from a Z...",3,0.0,0.0,0.0,3.0,No,No,,,,,,,
NIG12930,2018-08-02,Taraba,Lau,Riots,"On 2 August 2018, during a traditional ceremony in Wailawa, Lau, clashes erupted between leaders and settlers. Two peopl...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG14354,2018-08-02,Delta,Ughelli,Protests,"02 August. A group of women protest in Ughelli of Delta State on the East-West road against electricity billing, impedin...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG14353,2018-08-02,Zamfara,Yanwari,Explosions/Remote violence,"02 August. Military forces conduct air strikes on a Zamfara communal militia in Yanwari of Tsafe in Zamfara State, killi...",3,0.0,0.0,0.0,3.0,No,No,,,,,,,
NIG12928,2018-08-02,Borno,Ngala,Strategic developments,"02 August, on or about. Military forces clear a Boko Haram position at Maima village in Ngala. No reported violence. Sev...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12931,2018-08-02,Borno,Malari,Battles,"On 2 August 2018, Nigerian soldiers ambushed BH militants around Malari village, Borno State, killing two and forcing th...",2,0.0,0.0,0.0,2.0,No,No,,,,,,,
NIG12934,2018-08-03,Taraba,Wuro Tafida,Battles,"On 3 August 2018, during a meeting aiming to end skirmishes that erupted the day before in Lau, police forces had to int...",2,0.0,0.0,0.0,2.0,No,No,,,,,,,
NIG12936,2018-08-03,Delta,Asaba,Strategic developments,"Mass grave: 03 August. Intersociety discovered a total of 180 bodies in mass graves at seven different sites in Delta, A...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12937,2018-08-03,Anambra,Onitsha,Strategic developments,"Mass grave: 03 August. Intersociety discovered a total of 180 bodies in mass graves at seven different sites in Delta, A...",0,0.0,0.0,0.0,0.0,No,Flagged by dedup,,,,,,,
NIG12938,2018-08-03,Abia,Aba,Strategic developments,Mass grave: 03 August. Intersociety discovered a mass grave at the Aba National High School. A total of 180 bodies were ...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG26788,2021-08-12,Borno,Gajigana,Battles,"On 12 August 2021, ISWAP/Boko Haram militants clashed with military forces along the Gajigana axis (Magumeri, Borno). 1 ...",4,0.0,2.0,2.0,0.0,No,No,,,,,,,
NIG12933,2018-08-03,Borno,Konduga,Battles,"04 August, on or before. Military forces launch a mass clearance operation of suspects believed to have taken part in re...",10,0.0,0.0,0.0,10.0,No,No,,,,,,,
NIG12935,2018-08-03,Borno,Monguno,Explosions/Remote violence,"On 3 August 2018, Nigerian airstrikes on BH men in Daban Masara, Monguno, Borno, were launched. Several dead reported (u...",10,0.0,0.0,0.0,10.0,No,No,,,,,,,
NIG14357,2018-08-04,Cross River,Obudu,Riots,"04 August. PDP and APC members riot against one another in Obudu of Cross River State, destroying property of each party...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12939,2018-08-04,Zamfara,Mashema,Battles,"04 August, on or before. Military forces launch a mass clearance operation of suspects believed to have taken part in re...",4,0.0,0.0,0.0,4.0,No,No,,,,,,,
NIG12940,2018-08-04,Zamfara,Kwadi,Battles,"04 August, on or before. Military forces launch a mass clearance operation of suspects believed to have taken part in re...",5,0.0,0.0,0.0,5.0,No,Flagged by dedup,,,,,,,
NIG12941,2018-08-04,Zamfara,Kagara,Battles,"04 August, on or before. Military forces launch a mass clearance operation of suspects believed to have taken part in re...",4,0.0,0.0,0.0,4.0,No,Flagged by dedup,,,,,,,
NIG12942,2018-08-04,Zamfara,Gambiru,Battles,"04 August, on or before. Military forces launch a mass clearance operation of suspects believed to have taken part in re...",5,0.0,0.0,0.0,5.0,No,Flagged by dedup,,,,,,,
NIG12943,2018-08-04,Zamfara,Yanwari,Battles,"04 August, on or before. Military forces launch a mass clearance operation of suspects believed to have taken part in re...",1,0.0,0.0,0.0,1.0,No,Flagged by dedup,,,,,,,
NIG12944,2018-08-04,Zamfara,Mai Tukunya,Battles,"04 August, on or before. Military forces launch a mass clearance operation of suspects believed to have taken part in re...",1,0.0,0.0,0.0,1.0,No,Flagged by dedup,,,,,,,
NIG14355,2018-08-04,Zamfara,Kanoma,Battles,On or before 04 August. Military forces release hostages and reclaim stolen funds from Zamfara communal militia member i...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG14356,2018-08-04,Zamfara,Maradun,Strategic developments,On or before 04 August. Military forces arrest two major members of Zamfara communal militia called Muhammad Aminu and Y...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12946,2018-08-04,Benue,Gbajimba,Battles,"On 4 August 2018, a gunshot exchange between troops and armed herdsmen in Guma left at least six herdsmen killed. The gu...",6,0.0,0.0,0.0,6.0,No,No,,,,,,,
NIG12948,2018-08-05,Kaduna,Kaduna,Protests,"On 5 August 2018, train passengers protested over alleged underhand dealings in the sale of tickets for the Kaduna-Abuja...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG14358,2018-08-05,Delta,Abraka,Riots,"05 August. PDP members riot at a government meeting at the Delta State University at Abraka of Ethiope East, injuring a ...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG14359,2018-08-06,Lagos,Satellite Town,Protests,06 August. Residents of Satellite Town in Amuwo-Odofin protest at the palace of the traditional ruler against police har...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12950,2018-08-06,Delta,Asaba,Protests,"On 6 August 2018, workers and security guards who worked at the Stephen Keshi Stadium during the 21st African Senior Ath...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG14360,2018-08-06,Delta,Ole,Riots,"06 August. APC members riot in Ole of Isoko South over the harmonization of ward executives, burning property of the APC...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG14361,2018-08-06,Bayelsa,Sagbama,Protests,"06 August. Youths demonstrate in Sagbama of Bayelsa to protest the third term of government representative, Peter Akpe.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12951,2018-08-06,Borno,Gudumbali,Battles,"On 6 August 2018, the Nigerian army repelled an attack coordinated by Boko Haram insurgents on a military formation at G...",7,0.0,3.0,4.0,0.0,No,No,,,,,,,
NIG1569,2005-06-17,Ogun,Ago,Protests,Students protest against actions of OPC,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12952,2018-08-07,FCT,Abuja,Riots,"On 7 August 2018, DSS operatives wearing masks dismantled the internal security at the Parliament, chased away the serge...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12953,2018-08-07,Rivers,Onne,Protests,"On 7 August 2018, youths from Onne community, Rivers State, went to the street at Shell Nigeria Exploration and Producti...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12957,2018-08-08,Adamawa,Ngurore,Battles,"On 8 August 2018, clashes between suspected cattle herders and dealers were witnessed at Ngurore Cattle Market in Yola S...",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG12956,2018-08-08,FCT,Kwali,Protests,"On 8 August 2018, truck driver demonstrated as policemen allegedly shot the tyres of a truck in the morning in Kwali, Ab...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12955,2018-08-08,Lagos,Ikeja,Protests,"On 8 August 2018, electricity workers' union picketed and shut down the headquarters of Ikeja Electric (IE), Ikeja, Lago...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12954,2018-08-08,Borno,Garunda,Battles,"On 8 August 2018, BH men attacked the military bas of Garunda village, Borno State, killing 17 soldiers and wounding 14....",17,0.0,0.0,17.0,0.0,No,No,,,,,,,
NIG12964,2018-08-08,Borno,Gudumbali,Battles,08 August. A member of the National Emergency Management Agency and 18 soldiers were killed (19 fatalities coded across ...,10,0.0,0.0,10.0,0.0,No,No,,,,,,,
NIG14362,2018-08-08,Borno,Damasak,Battles,08 August. A member of the National Emergency Management Agency and 18 soldiers were killed (19 fatalities coded across ...,9,0.0,0.0,9.0,0.0,No,Flagged by dedup,,,,,,,
NIG12958,2018-08-09,Kaduna,Kaduna,Protests,"On 9 August 2018, APC supporters held a protest in Kaduna to call for the resignation of Senate President Bukola Saraki.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12959,2018-08-09,Zamfara,Wonaka,Explosions/Remote violence,09-11 August. Air forces conduct three days of air strikes against 'bandits' believed responsible for recent violence Za...,3,0.0,0.0,0.0,3.0,No,No,,,,,,,
NIG14071,2018-08-09,Edo,Obadan,Battles,09 August. A police officer is killed by around 20 Fulani pastoralists engaged in robbing travelers along the Okhou-Igue...,1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG12962,2018-08-10,Oyo,Ibadan,Protests,10 August. Retirees under the Federal Contributory Pension Scheme (FECOPER) have embarked on a protest in Ibadan to driv...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12963,2018-08-10,Zamfara,Wonaka,Explosions/Remote violence,09-11 August. Air forces conduct three days of air strikes against 'bandits' believed responsible for recent violence Za...,3,0.0,0.0,0.0,3.0,No,No,,,,,,,
NIG12965,2018-08-10,Rivers,Onne,Protests,"10 August. Youths in Onne, Rivers protest the planned relocation of an oil company to Lagos.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12967,2018-08-10,Borno,Monguno,Explosions/Remote violence,"10 August. Military air forces carry out a strike on the Boko Haram base at Daban Masara, situated on the southern shore...",10,0.0,5.0,0.0,5.0,No,No,,,,,,,
NIG12976,2018-08-11,Delta,Bomadi,Protests,"11 August. Youths in Bomadi protest against Mr Nicholas Mutu, a lawmaker representing their Constituency in favour of a ...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12975,2018-08-11,Delta,Inyi,Battles,"11 August. Indigenes of Inyi engage in a intra-group conflict over land. Six missing, several houses destroyed.",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12969,2018-08-11,Rivers,Port Harcourt,Strategic developments,11 August. 'Political militias' (likely affiliated PDP) vandalized a PDP headquarters in Port Harcourt.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12970,2018-08-11,Bauchi,Dass,Protests,"On 11 August 2018, the electorates protested at an INEC polling station in the Sabongari unit of Dot ward in Dass (Dass,...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12968,2018-08-11,Delta,Kpakiama,Battles,"11 August. Unidentified persons attacked a group of police in Kpakiama, Delta, killing one and injuring another.",1,0.0,0.0,0.0,1.0,No,No,,,,,,,
NIG12971,2018-08-11,Zamfara,Wonaka,Explosions/Remote violence,09-11 August. Air forces conduct three days of air strikes against 'bandits' believed responsible for recent violence Za...,4,0.0,0.0,0.0,4.0,No,No,,,,,,,
NIG13060,2018-08-11,Kaduna,Jankasa,Battles,11 August. Police were ambushed by 'armed bandits' in the bush near Jankasa while conducting a special operation near a ...,4,0.0,0.0,4.0,0.0,No,No,,,,,,,
NIG14363,2018-08-11,Kaduna,Rigasa,Battles,"11 August. An unidentified armed group clashes with police in the Kaduna forest near Rigasa in Kaduna State, killing 3 i...",4,0.0,0.0,0.0,4.0,No,No,,,,,,,
NIG12974,2018-08-11,Borno,Banki,Battles,"11 August. Military forces kill two members of Boko Haram and arrest a third in Banki, Bama LGA. The arrested was reveal...",2,0.0,0.0,0.0,2.0,No,No,,,,,,,
NIG12977,2018-08-12,Lagos,Ikeja,Protests,12 August. Protesters of CD demonstrate against anti-democratic movements following a siege by the Department of State S...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12979,2018-08-12,Jigawa,Hadejia,Protests,12 August. Hundreds protest in Hadejia after an APC Sentor defects to the PDP.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12978,2018-08-12,Borno,Maiduguri,Riots,"12 August. Soldiers protest, exhibiting 'riotous behaviour' at Maiduguri airport after learning they were to be deployed...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13833,2018-08-12,Borno,Monguno,Battles,"On 12 August 2018, 7 Nigerian army soldiers were killed in an attack by the IS-aligned Boko Haram soldiers near Lake Cha...",7,0.0,0.0,0.0,7.0,No,No,,,,,,,
NIG12982,2018-08-13,Kwara,Illorin,Riots,"13 August. Students at Kwara State College of Education violently protest over a teachers strike and over exams, destroy...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12984,2018-08-14,Ekiti,Ado-Ekiti,Riots,14 August. Factions of RTEAN clash over a leadership disagreement in Ado Ekiti.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12985,2018-08-14,Anambra,Atani,Protests,"14 August. About 500 members of the Divine Shoe Leather Dealers Association (DSLDA) at Okolo Ichida Estate, Ogbaru (Atan...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG13751,2018-08-14,Abia,Obehie,Strategic developments,"14 August. 38 bodies of pro-Biafra IPOD reported to have been found dead in Obiawam village, Ukwa West LGA by local civi...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12986,2018-08-15,Benue,Makurdi,Protests,15 August. Students of the University of Agriculture in Makurdi protest following the death of a student in an automobil...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12987,2018-08-15,FCT,Abuja,Protests,15 August. Workers attached to the Office of the Head of Civil Service of the Federation protest over alleged poor welfa...,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12989,2018-08-15,FCT,Abuja,Protests,"On 15 August 2018, SSAEAC protests in Abuja over 'anti-labour practices'; threatens to shut down electricity supply. .",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12988,2018-08-15,FCT,Abuja,Protests,"On 15 August 2018, NANF protest in Abuja demanding an immediate withdrawal of securitymen from the Nigeria Football Fede...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG14073,2018-08-15,Jigawa,Birnin Kudu,Riots,"Week of 15 August. APC members fight with one another during a meeting in Birnin-Kudu of Birni Kudu LGA, killing 2 peopl...",2,0.0,0.0,0.0,2.0,No,No,,,,,,,
NIG12992,2018-08-16,Abia,Umuahia,Protests,"16 August. Members of the Nigeria Medical Association, NMA, Umuahia zone protest in Umuahia, the Abia State capital over...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12991,2018-08-16,FCT,Abuja,Protests,"16 August. Protesters marched on the Louis Edet House Force Headquarters, Abuja to demand the release of Premium Times S...",0,0.0,0.0,0.0,0.0,No,No,,,,,,,
NIG12990,2018-08-16,Ondo,Okitipupa,Protests,16 August. Residents of Okitipupa protest a prolonged power outage.,0,0.0,0.0,0.0,0.0,No,No,,,,,,,
